"user_id","anime_id","rating"
63491,4214,10
63533,23283,9
63534,28617,9
63579,1074,7
63610,18679,8
63641,1004,10
63643,4063,4
63655,6324,4
63684,16498,10
63703,1840,9
63708,10863,10
63900,38106,6
64044,2167,10
64057,459,6
64074,1973,5
64074,7655,7
64085,16201,10
64270,387,8
64278,32245,7
64312,23945,8
64314,5593,7
64350,16498,8
64352,19815,10
64379,32379,7
64441,17641,8
64458,7559,8
64461,32867,9
64479,883,9
64613,10087,10
64615,9471,10
64617,9289,8
64646,187,10
64657,6682,6
64668,18139,7
64729,25011,8
64746,30812,5
64746,14227,6
64788,37435,8
64792,11553,8
64800,31442,8
64807,38483,5
64807,10659,2
64807,3868,9
64807,1289,8
64810,33161,9
64823,22147,9
64831,13659,5
64890,937,7
64917,43,10
64925,25161,9
64980,30015,9
64988,31560,8
65065,38000,9
65077,2832,9
65077,6377,8
65139,122,5
65249,4672,7
65254,9513,8
65277,16782,9
65346,32268,8
65395,33049,10
65412,28701,8
65421,10863,9
65421,13799,8
65432,37682,8
65461,79,4
65674,38000,9
65689,20,7
65691,30484,7
65739,813,10
65881,32863,7
65929,11933,9
65968,28999,5
65984,13161,6
66019,1536,10
66057,5262,5
66172,33447,5
66231,2167,10
66292,25159,8
66358,19363,9
66376,6707,3
66525,36214,7
66549,7785,10
66584,23133,4
66589,7411,10
66613,68,7
66639,12293,5
66687,1575,10
66713,31765,4
66777,39587,9
66852,31043,8
66913,225,5
66922,8577,9
66950,10213,8
66963,2026,10
66967,36296,10
67002,31933,10
67024,2926,7
67105,38883,7
67170,6184,5
67180,11005,6
67248,8074,4
67291,39741,8
67295,1261,9
67353,2129,9
67388,37517,4
67415,22101,6
67433,37047,9
67462,7059,8
67473,6793,8
67487,16011,7
67502,34501,9
67504,4382,7
67551,4214,4
67551,706,7
67682,18393,6
67829,846,9
67871,11887,8
67892,11757,7
67900,5391,5
67924,777,10
67943,3060,6
67945,39539,6
68029,440,10
68042,16748,5
68051,226,9
68132,6956,9
68134,7088,6
68134,38555,7
68139,34933,8
68173,9332,5
68230,4472,9
68332,30276,8
68351,34933,9
68355,31758,9
68380,4999,7
68395,14345,7
68565,1122,10
68584,36286,8
68592,2402,8
68597,1571,6
68600,40496,5
68603,406,8
68606,1,10
68639,29101,9
68769,27787,6
68799,28701,7
68807,20031,9
68835,4106,8
68857,16914,7
68863,23227,6
68896,23421,4
69015,33489,7
69022,12113,7
69040,596,9
69098,37086,5
69129,19163,9
69131,38753,9
69249,10249,9
69251,32979,9
69266,6166,6
69418,229,7
69462,40254,5
69511,23433,7
69513,121,8
69543,23273,9
69556,19815,8
69634,37007,8
69645,31173,10
69689,36124,7
69692,900,4
69723,23673,6
69727,2116,8
69727,10087,8
69738,5940,7
69783,30831,10
69852,936,6
69868,4224,10
69892,8424,9
69894,3089,7
69896,18679,10
70002,30,7
70054,10519,7
70078,37430,7
70098,5231,9
70099,10624,7
70163,12413,10
70207,968,6
70214,11771,10
70241,846,9
70269,10209,7
70278,10897,10
70355,31518,6
70422,32615,8
70520,36038,7
70554,34777,4
70554,24133,7
70565,21405,9
70667,5941,7
70669,10589,9
70721,174,6
70777,5955,9
70777,1195,10
70856,227,6
70883,31178,8
70904,13601,8
70909,28907,7
70915,8634,6
70964,469,9
70972,25341,8
70984,8769,8
70984,7817,7
70987,28617,6
70995,371,9
71002,1536,9
71002,4081,9
71022,30276,7
71036,9989,10
71047,39597,7
71091,328,4
71105,32412,3
71165,2025,6
71166,32083,7
71185,10083,7
71199,1023,7
71227,469,7
71257,28725,8
71288,16782,9
71299,33573,8
71301,45,10
71312,4081,8
71397,39196,7
71403,20745,5
71430,26349,7
71501,29163,7
71531,5680,8
71554,132,7
71650,114,10
71671,21603,5
71674,110,8
71696,31737,7
71756,21659,7
71795,17247,4
71795,35180,8
71822,416,7
71919,27831,8
71931,2830,7
71936,4752,8
71956,6547,6
72010,88,10
72064,3588,8
72109,16762,10
72158,34134,7
72206,31174,5
72216,23251,8
72216,11783,6
72221,10863,9
72249,934,9
72249,7769,7
72267,6213,8
72315,26055,8
72317,32542,8
72352,36214,8
72375,12255,10
72406,1818,8
72487,8937,8
72494,28069,8
72619,39587,8
72621,59,8
72629,3002,9
72675,29803,10
72791,8311,10
72872,9014,7
72912,1072,9
72931,1384,8
72976,2001,8
72976,14719,4
72988,30128,2
73024,2508,8
73044,38826,10
73059,36474,7
73098,4214,7
73120,33506,6
73164,11553,8
73168,4752,9
73214,6746,10
73308,34465,9
73309,34902,8
73317,586,6
73333,10793,6
73356,31646,8
73365,22199,7
73424,136,9
73438,29787,10
73582,13599,8
73629,19369,8
73634,23755,6
73635,3588,8
73758,777,7
73768,10620,10
73801,5258,10
73817,32281,8
73827,29787,6
73827,37716,6
73831,31452,10
73879,14811,8
73942,17265,7
73964,26243,9
73979,39026,8
73987,31772,8
74037,33206,8
74046,11759,9
74062,19653,7
74143,36923,7
74206,7711,8
74217,33218,8
74220,2819,10
74222,34051,4
74222,25681,7
74238,30307,7
74240,2252,7
74251,34902,6
74253,11843,9
74274,6377,10
74487,12079,7
74494,34350,9
74640,6201,8
74648,18393,6
74752,1764,7
74765,37141,8
74834,17265,9
74858,3470,7
74901,4059,8
74934,39017,8
74971,9926,8
75033,3702,6
75036,22071,7
75171,1303,8
75185,29093,7
75188,38691,10
75279,1060,9
75285,28825,7
75328,5365,8
75370,28851,10
75480,990,5
75508,21995,6
75519,15781,6
75555,6351,7
75641,10209,7
75733,9289,7
75734,1195,7
75758,226,8
75767,39792,7
75795,10020,6
75799,7148,7
75815,23273,9
75981,2167,8
76042,170,7
76046,1735,9
76056,16498,8
76101,22273,6
76135,27655,7
76194,7311,9
76219,1230,6
76247,6956,8
76328,6885,7
76405,32828,7
76417,16498,10
76458,12879,6
76500,15809,8
76533,12445,10
76583,25731,8
76599,3974,8
76658,37345,3
76715,2130,7
76749,6347,8
76759,7054,9
76761,4280,3
76857,121,6
76955,17074,9
76964,357,6
77012,2236,7
77014,10067,7
77053,31289,6
77070,2403,7
77119,24227,8
77155,31043,9
77165,3167,9
77208,1535,7
77348,225,3
77357,5667,7
77393,6702,10
77410,2593,7
77602,535,8
77607,8795,7
77617,6467,9
77628,2476,10
77676,6675,3
77683,37926,5
77694,13469,6
77696,21939,10
77777,18139,8
77901,3503,9
77951,6114,6
78031,36098,5
78074,24451,5
78103,35240,7
78108,32071,8
78128,31245,7
78146,34638,5
78154,20057,8
78276,33486,8
78327,11013,6
78359,38186,9
78366,38790,7
78391,13759,9
78395,10030,8
78450,19,10
78464,25283,9
78477,15417,9
78489,5682,8
78495,27821,9
78520,1735,9
78553,26243,10
78596,2359,5
78628,8074,10
78674,24687,10
78674,2683,6
78709,9760,9
78764,5116,4
78801,1225,5
78852,13161,10
78913,39836,4
78938,936,8
78941,35838,8
79007,4026,6
79157,6747,7
79338,21659,8
79380,6594,7
79419,9379,5
79435,16782,8
79481,11577,10
79531,4224,8
79540,37722,7
79545,11179,9
79552,1264,8
79586,28069,5
79608,21881,7
79619,4246,8
79655,5114,4
79692,166,8
79707,40716,10
79711,31904,6
79746,33486,9
79779,9958,10
79794,28999,5
79806,79,10
79882,21881,7
79898,6867,9
79911,846,9
79927,31810,9
79992,16498,9
80008,31478,6
80009,30813,8
80052,392,10
80053,27655,7
80151,11615,7
80169,6707,7
80245,38524,10
80397,11741,6
80431,10152,7
80486,37349,10
80488,16918,7
80538,18041,8
80540,39523,7
80542,9756,8
80645,34497,2
80653,23233,7
80708,1535,10
80722,1347,5
80743,10464,7
80776,25013,8
80782,31560,6
80826,1689,9
80918,34299,7
81010,9379,7
81019,8086,9
81059,8460,8
81085,34962,7
81158,21925,10
81158,20007,1
81172,2251,6
81210,1726,6
81229,1535,10
81233,9515,8
81269,8937,6
81279,27899,5
81287,5081,10
81354,10589,4
81380,6547,9
81398,23755,9
81423,10162,9
81490,10092,8
81518,31240,9
81538,150,8
81551,16508,7
81601,21877,9
81605,8837,10
81634,1226,7
81703,5114,10
81712,5341,7
81771,22729,8
81775,36524,5
81862,10119,7
81887,15775,8
81910,16742,6
81943,29786,8
81969,28891,8
81972,15039,10
82025,6351,8
82027,36028,8
82098,9117,5
82112,31757,8
82119,1579,5
82133,873,10
82148,721,9
82167,31737,7
82174,65,7
82191,4752,9
82298,881,6
82304,13535,7
82386,4182,6
82394,36023,3
82399,3057,5
82405,20507,8
82411,35847,7
82424,30346,10
82473,34209,5
82491,1577,7
82491,8507,7
82587,9958,9
82611,1726,9
82669,2251,7
82678,10209,7
82699,4015,6
82709,39065,5
82713,6444,7
82818,6702,10
82837,9617,10
82914,37999,9
82943,40417,9
82950,25777,9
82992,10083,8
83005,11739,9
83015,32542,8
83040,269,8
83040,38814,7
83069,6884,7
83077,4581,9
83142,7593,8
83215,28603,7
83226,24455,8
83241,15451,7
83288,6956,6
83318,6956,9
83329,23273,8
83375,35507,8
83410,10464,6
83430,34302,6
83476,225,6
83528,77,8
83615,1514,6
83629,28623,7
83655,9047,7
83658,21431,6
83711,813,7
83811,198,10
83837,44,8
83860,1245,5
83867,357,8
83904,182,7
83967,23673,7
83994,16436,1
84055,6702,9
84079,24833,10
84092,576,8
84156,10161,9
84167,30123,8
84168,10106,4
84193,10357,10
84203,854,4
84205,34599,10
84217,16592,7
84249,33,9
84249,10030,8
84252,33486,8
84320,33970,7
84329,23441,5
84355,14741,7
84379,2829,9
84403,139,7
84410,223,8
84476,37450,9
84477,32962,10
84647,3588,10
84680,1379,8
84681,1469,8
84754,13667,7
84762,9776,6
84826,205,8
84876,21853,1
84914,31442,6
84926,4181,10
84985,2167,10
85019,12665,5
85024,9041,8
85053,1138,7
85065,5205,9
85106,38864,2
85106,27,4
85184,889,7
85189,28825,7
85191,2236,9
85218,27989,8
85235,4437,9
85256,19285,8
85259,22961,7
85285,11771,8
85414,31043,9
85472,35448,4
85585,28725,10
85746,8577,6
85821,339,8
85940,36840,5
85944,1813,7
85961,1117,8
85971,37450,9
85972,2889,6
86013,32901,10
86107,30296,4
86157,59,7
86163,11843,10
86165,1535,9
86216,12729,10
86294,34825,7
86386,40206,8
86411,2369,8
86490,7724,8
86524,200,7
86562,4472,6
86591,6594,10
86652,10897,6
86673,13807,7
86673,31173,8
86717,38234,8
86780,1943,6
86819,33674,9
86820,18397,8
86823,11757,6
86836,16049,10
86874,39940,5
86885,36114,3
86933,243,9
86947,263,9
86980,2284,8
87041,24475,9
87098,9736,7
87107,30276,7
87111,38668,7
87120,6114,10
87146,4654,7
87285,97,10
87286,33486,8
87439,6213,7
87442,23233,3
87442,14227,4
87463,40591,9
87508,245,8
87521,5041,6
87534,31757,9
87542,21797,6
87585,16498,10
87595,5774,7
87622,2547,8
87667,31933,6
87672,9204,7
87729,31859,8
87736,5279,8
87763,38397,10
87821,413,1
87864,2515,7
87882,1824,7
87947,12059,2
87978,45,10
88083,2873,7
88162,39730,8
88165,10330,5
88177,1691,8
88191,304,8
88192,37520,9
88236,10568,8
88359,1,6
88360,31231,7
88400,11981,6
88427,857,7
88437,3588,9
88585,31637,10
88630,6213,5
88668,150,7
88688,517,6
88728,36456,8
88765,8086,7
88765,33983,9
88767,21939,7
88768,995,9
88781,10719,8
88782,11073,6
88833,11285,10
88839,1777,10
88960,14719,9
88965,12467,8
89159,8876,5
89187,2009,8
89244,1710,8
89254,13055,7
89254,2025,7
89282,40221,7
89352,5150,7
89415,26395,6
89551,16049,8
89595,7791,8
89616,21201,8
89670,9919,7
89696,3785,8
89774,17121,8
89802,1002,6
89846,457,8
89852,3455,6
89924,38883,8
89965,27857,6
89967,11703,10
90143,267,7
90153,7674,7
90175,121,10
90177,22147,9
90222,6444,7
90262,28851,9
90285,20507,7
90391,6880,5
90425,523,5
90459,10620,10
90466,6547,9
90548,18507,6
90572,32951,9
90583,7817,10
90647,27899,6
90653,22789,8
90672,10196,8
90695,282,6
90781,257,6
90936,121,7
90994,27899,10
91022,11235,7
91038,16870,7
91041,7054,7
91112,384,6
91184,32182,8
91231,36027,4
91271,35821,7
91290,341,7
91368,10020,9
91486,1575,8
91510,7791,10
91535,949,7
91553,11319,7
91618,1826,6
91690,7054,7
91697,24211,10
91761,33486,9
91832,20021,10
91887,10218,8
91887,25879,7
91906,31156,5
91957,14345,10
91995,813,8
92008,59,9
92170,1686,9
92211,228,8
92233,4654,8
92240,20787,8
92295,32867,8
92301,6166,6
92424,5849,8
92469,32924,7
92479,30727,9
92491,15687,8
92523,8074,10
92524,6351,8
92577,37704,8
92610,6347,10
92644,29803,8
92647,225,5
92653,10076,6
92663,71,8
92722,32093,10
92924,25731,8
92982,4214,7
92982,31952,7
93108,1546,9
93111,5300,8
93145,1118,10
93171,11595,5
93182,26349,7
93195,31952,8
93232,2499,9
93382,33834,2
93489,4188,6
93491,8857,9
93503,10076,4
93552,6547,1
93599,29856,2
93601,20,9
93678,4975,5
93707,1258,6
93720,3712,9
93720,20507,9
93782,90,8
93812,8937,7
93818,227,6
93821,37991,9
93941,5116,8
93953,36949,8
93962,530,10
94062,5112,5
94092,1243,7
94100,857,9
94155,8481,8
94201,11979,6
94204,1575,9
94238,14741,10
94245,164,10
94314,7059,2
94340,12883,5
94344,372,7
94450,31321,5
94450,627,8
94463,12669,8
94557,1253,6
94581,26243,8
94630,26055,8
94707,31240,8
94711,14349,8
94729,32937,9
94731,781,10
94763,36098,9
94834,28891,9
94889,267,7
94889,3653,7
94926,22789,10
94956,16498,9
95009,6895,4
95031,10863,7
95086,9919,7
95116,269,7
95161,6347,8
95174,76,10
95191,2129,9
95228,28121,8
95284,31741,7
95295,5205,9
95366,1827,9
95431,2476,9
95460,9367,8
95501,29261,8
95501,34134,7
95560,12355,7
95638,7597,5
95647,4798,5
95671,24439,8
95676,627,8
95853,12293,7
95875,9253,7
95897,15731,4
95898,17831,8
95943,11757,9
95961,3588,5
95975,15037,7
96045,7311,10
96049,482,5
96066,15689,7
96079,15219,5
96110,20853,6
96111,1691,7
96118,1303,7
96127,28223,10
96191,14513,9
96195,24453,7
96267,37141,8
96280,10080,6
96292,32365,8
96310,2158,10
96530,32214,8
96556,15583,7
96670,18897,8
96680,227,9
96703,18753,7
96741,1559,9
96876,11061,8
96880,27441,6
96905,28223,8
96969,8514,10
97108,1594,10
97112,15085,4
97135,38883,7
97136,26243,6
97160,25777,10
97270,3588,8
97321,28805,9
97406,28623,9
97449,3287,2
97457,24543,5
97494,16035,9
97567,1292,7
97572,16498,10
97695,2236,10
97719,38659,5
97746,2966,6
97792,32607,7
97793,31952,7
97809,3927,10
97844,28891,8
97857,28497,8
97874,31,8
97892,28851,9
97928,39570,9
97936,199,10
97995,6045,10
98030,13659,5
98063,2665,8
98095,236,7
98135,16782,7
98177,297,8
98215,30,10
98240,268,8
98244,39609,9
98272,4535,7
98286,376,4
98290,6594,9
98291,187,7
98380,28157,7
98399,34003,4
98405,469,8
98458,31181,10
98464,886,8
98486,14467,9
98513,1519,9
98523,9130,9
98545,8516,10
98588,6512,4
98592,3002,8
98599,11111,8
98660,32071,8
98681,14349,8
98690,21995,6
98736,7902,4
98736,6463,5
98817,343,7
98848,36049,5
98852,36108,6
98858,2506,6
98878,7791,10
98955,431,9
98966,14669,7
98990,35968,10
99003,10110,7
99006,16524,7
99013,11319,6
99045,20787,7
99056,4975,7
99064,19815,7
99078,18857,8
99078,28223,8
99149,2961,7
99167,4106,7
99181,2775,4
99200,1535,10
99222,18661,6
99295,38397,6
99299,14837,7
99301,22297,10
99363,1210,9
99364,33502,8
99400,31859,10
99408,267,10
99429,11617,8
99466,210,9
99479,19163,6
99507,14515,7
99509,157,7
99512,7054,8
99539,4186,4
99585,27829,9
99660,14175,8
99664,25283,8
99702,17082,7
99722,22687,9
99843,863,8
99873,2542,10
99954,14349,7
100037,6050,5
100193,904,8
100218,431,9
100236,7082,8
100346,1001,7
100384,596,7
100447,19815,6
100488,530,8
100549,22199,8
100567,32915,6
100606,19703,8
100643,18441,7
100816,1689,8
100888,2167,9
100892,3783,7
100929,624,8
100934,31988,9
100958,17895,8
100987,9253,8
101045,225,7
101120,47,7
101129,60,8
101155,2313,6
101236,4719,8
101247,9167,5
101260,10719,8
101270,11633,8
101274,36949,8
101282,10029,9
101294,11783,7
101325,37105,10
101343,6811,6
101398,8841,10
101422,32071,8
101545,19211,9
101549,34491,7
101557,25879,9
101571,40221,10
101643,34451,8
101690,14749,4
101718,30547,7
101733,13759,10
101755,18121,1
101761,37086,8
101764,6007,6
101768,1571,8
101791,121,8
101858,1535,8
101967,42984,5
101988,4181,10
102046,9934,6
102048,885,10
102053,1726,6
102091,6347,7
102201,34525,7
102201,33988,8
102204,5300,10
102213,32901,8
102213,38101,7
102239,14741,8
102310,11239,9
102362,7054,8
102424,3588,10
102540,2418,10
102543,65,8
102599,15689,7
102651,1172,7
102664,12053,7
102702,20785,7
102705,2210,6
102853,18115,10
102896,597,8
102939,962,10
102943,2129,6
103026,14227,7
103088,28907,7
103121,14513,8
103124,21881,7
103161,35839,7
103180,41468,9
103256,3974,9
103260,6676,9
103381,35760,8
103387,2562,8
103406,227,8
103453,513,9
103472,34076,8
103535,37007,8
103561,15039,6
103781,4224,10
103805,31758,8
103815,32792,7
103865,28677,6
103899,10719,10
103925,23281,9
103990,9107,7
104042,21881,5
104103,22319,9
104114,39652,6
104171,4214,7
104197,4155,9
104203,28013,5
104237,39701,7
104313,13055,9
104331,31933,8
104511,32030,7
104513,16706,8
104526,5150,8
104578,24415,8
104665,34636,9
104713,31933,9
104743,16782,8
104801,2104,5
104834,32998,8
104876,34497,10
104886,16592,7
104968,1535,10
105001,8460,6
105050,11161,7
105056,4181,7
105098,3328,5
105300,8726,8
105403,2789,7
105404,3464,8
105430,2225,4
105522,35851,8
105529,14397,9
105538,8460,7
105549,731,8
105717,1128,9
105754,433,9
105854,4999,7
105863,21587,7
105881,8525,8
105943,403,7
105949,35838,8
105961,34102,7
106059,13659,7
106101,2201,5
106127,1359,6
106160,9734,9
106198,550,7
106202,2246,8
106236,33818,7
106239,23309,6
106329,30,1
106329,37890,8
106334,21939,9
106348,16189,7
106422,32998,6
106429,38098,7
106439,4181,9
106476,16592,6
106492,452,8
106588,9776,7
106620,10643,10
106628,1530,7
106669,31163,8
106697,750,5
106719,30375,8
106720,34497,7
106738,21881,8
106747,3002,9
106752,31931,9
106910,8525,9
106930,10638,4
106961,18671,4
106984,24833,8
106991,16011,8
107014,31033,5
107047,1361,4
107047,36962,6
107059,26015,4
107087,36915,7
107088,1818,10
107090,11499,7
107136,28851,10
107173,136,8
107177,28223,7
107218,34798,8
107229,12291,8
107237,32380,8
107285,1601,8
107293,340,8
107335,7588,6
107346,9331,6
107371,9598,6
107455,11887,7
107455,23755,8
107486,79,10
107546,37450,5
107567,11813,10
107592,25879,8
107715,36407,10
107764,6438,8
107770,3457,10
107792,36456,9
107844,31646,10
107850,31240,9
107860,4814,10
107928,66,7
107956,11703,6
108031,9989,10
108085,6098,7
108157,19285,6
108187,1195,6
108210,4181,10
108270,1195,7
108292,33486,8
108318,392,9
108326,226,9
108334,30240,7
108393,2418,6
108424,2494,6
108445,15379,10
108579,3092,9
108624,658,7
108651,31559,6
108659,8063,9
108696,32686,5
108729,180,8
108768,35222,9
108884,9515,5
108903,5081,9
109038,36456,9
109088,149,7
109093,37520,10
109106,849,6
109108,34542,8
109134,71,5
109180,1074,6
109289,44,10
109300,22535,7
109367,19,10
109384,1639,1
109384,11355,8
109406,154,9
109407,2263,5
109448,1141,8
109590,1117,10
109602,16592,8
109619,837,7
109703,28625,9
109820,2832,8
109875,345,7
109921,26055,10
109996,22729,8
110009,3352,3
110179,20021,8
110229,1138,7
110237,49,7
110257,24475,7
110352,1535,9
110420,16894,8
110426,30276,9
110435,24261,8
110446,19193,7
110448,10110,7
110472,30334,6
110473,9130,8
110544,191,10
110551,23341,7
110611,507,4
110628,16668,5
110682,10800,8
110801,330,7
110808,6030,8
110820,35075,6
110871,9936,7
110899,4938,8
110903,18679,8
110911,9618,6
110939,57,8
110961,8666,4
110977,11597,9
110981,4744,7
111017,5682,6
111040,10067,7
111047,343,7
111049,25159,7
111094,28497,8
111168,1140,5
111194,34383,6
111284,13055,10
111335,22297,9
111397,121,7
111449,1965,7
111565,10568,8
111602,33486,8
111635,22777,5
111638,1122,8
111803,38778,7
111827,1686,8
111901,36949,10
111910,41120,9
111947,38691,7
112073,12673,7
112079,14837,7
112110,26023,7
112110,11763,5
112117,16894,9
112142,6205,8
112150,524,9
112196,20689,7
112359,27991,8
112396,121,8
112415,13169,2
112428,4382,7
112501,1842,7
112502,31771,8
112514,13331,8
112636,16201,7
112636,22789,8
112653,174,5
112655,33352,8
112670,33051,8
112670,15225,6
112670,29101,6
112709,1575,10
112719,16656,2
112758,30240,10
112802,12187,8
112845,23421,9
112848,37991,9
112856,1698,10
112929,1489,7
112933,1735,9
112964,35712,7
113010,8426,10
113149,5681,8
113214,12549,6
113252,1534,8
113322,1,9
113338,36456,9
113359,32888,7
113361,157,7
113364,25777,6
113373,22265,8
113389,32603,4
113434,37976,8
113435,1535,9
113508,33506,9
113524,2129,7
113556,1138,4
113556,9544,6
113598,22319,10
113668,20853,7
113755,39575,7
113787,376,10
113812,23199,9
113831,182,7
113843,1362,9
113905,27899,6
113915,9041,7
113951,877,8
113968,37965,7
113988,31,6
113994,14813,10
114030,17677,7
114051,585,9
114110,36949,9
114166,10572,3
114262,21085,5
114332,30503,9
114346,849,8
114386,36474,8
114401,10213,6
114428,2144,7
114450,17247,7
114515,339,10
114710,23755,9
114731,27989,7
114768,11933,8
114793,38101,7
114815,37095,8
114828,9756,8
114846,5355,7
114876,37675,9
114877,8074,9
114910,20787,5
114923,37976,8
114930,15315,8
114930,65,8
114958,713,8
115055,31592,10
115146,31765,9
115159,37492,8
115175,431,9
115176,32454,5
115178,1564,9
115191,15335,9
115229,6007,10
115238,38084,8
115240,12189,8
115300,6045,10
115308,14749,7
115319,47,10
115350,4918,6
115355,21743,5
115372,21339,8
115462,8023,9
115466,15809,8
115537,28677,9
115564,457,8
115658,23755,9
115661,10218,5
115665,4654,5
115691,9260,8
115845,11933,7
115861,940,10
115966,32,10
116091,18897,7
116099,21881,6
116166,8339,7
116181,22123,8
116236,9289,6
116299,14741,7
116333,20849,10
116445,469,8
116468,12549,8
116468,33352,10
116513,668,6
116522,2993,8
116528,9041,8
116533,6380,7
116537,31376,8
116541,1862,5
116565,145,6
116567,14663,5
116693,8410,6
116702,4654,8
116820,9181,9
116836,15051,8
116844,13859,4
116862,762,6
116866,15379,8
116936,11633,6
116944,11703,5
116947,40708,8
116960,16444,9
116994,8768,4
116999,6811,9
117001,317,7
117018,18671,7
117034,2924,9
117062,39547,10
117065,150,6
117073,18897,7
117107,32979,9
117164,1117,7
117267,23327,7
117275,30137,7
117311,29093,8
117363,10216,7
117399,14227,9
117402,15793,7
117402,18767,7
117581,10719,8
117588,1,9
117660,12293,7
117750,6178,8
117773,17074,9
117784,8630,7
117824,28819,8
117824,25157,8
117830,2001,10
117842,22273,3
117843,32182,7
117871,1575,9
117890,8728,10
117942,2563,8
117948,1195,8
117970,761,7
117970,2332,8
117983,30365,6
118079,29978,2
118091,34240,9
118143,66,10
118172,1117,6
118174,34599,9
118224,40221,8
118226,32901,10
118302,22673,6
118305,26395,9
118409,6702,6
118480,30686,5
118495,15117,8
118508,34501,4
118543,38524,10
118548,4087,9
118570,4186,7
118596,30911,6
118598,523,10
118634,6747,6
118645,13601,10
118715,2890,7
118736,25731,8
118812,11701,7
118821,1535,9
118832,20507,5
118838,34599,9
118855,2605,7
118855,10161,3
118868,23225,8
118889,22319,10
118932,1587,6
118936,33581,6
118939,93,9
118953,39988,8
118953,10067,8
118973,40911,9
119001,24873,8
119015,38656,7
119087,36456,9
119087,7338,7
119152,36407,8
119159,28675,5
119162,18753,8
119185,476,7
119187,11981,10
119232,1359,7
119347,4672,9
119380,226,9
119401,37979,5
119526,35120,10
119528,1,9
119539,120,8
119590,8074,10
119686,31327,7
119692,37086,9
119909,41433,8
119909,3457,8
119909,37349,8
119952,24687,9
119952,30831,7
119982,37430,7
120091,31580,8
120093,1642,7
120127,22877,7
120186,28223,8
120216,3784,10
120277,38000,7
120417,39587,4
120568,1,8
120574,137,10
120608,9332,6
120638,40515,7
120676,855,6
120706,37450,9
120714,13333,8
120729,31953,10
120755,32668,10
120788,1469,8
120833,14967,8
120845,1732,6
120851,28851,9
120856,40849,5
120887,15059,5
120905,29974,6
120913,4872,8
120955,431,6
120959,33253,10
121058,225,8
121076,4581,9
121080,5764,7
121081,32937,8
121088,1078,8
121088,962,9
121129,13391,7
121174,24703,6
121201,37578,10
121329,29095,8
121329,1132,10
121389,5114,9
121393,31722,7
121410,33,8
121417,1313,6
121483,28025,8
121497,32949,7
121608,30346,7
121738,37999,6
121788,9513,10
121806,24415,7
121822,16894,10
121831,15651,10
121887,2602,8
121895,5081,8
121909,37614,6
121947,31442,6
121952,1195,7
121959,28851,5
121960,468,8
121965,11981,9
121965,11103,6
121967,4224,8
121983,2743,7
122050,1121,6
122185,5680,10
122197,4720,4
122238,223,8
122341,8523,1
122348,8086,8
122424,39792,8
122429,32542,7
122488,28297,7
122497,49,9
122580,7054,7
122662,32281,9
122685,34542,9
122703,36838,8
122723,487,5
122781,38186,6
122833,6880,7
122867,467,7
122936,6802,8
123021,450,7
123036,2593,3
123089,38555,9
123212,4059,9
123243,28497,7
123361,11597,8
123485,37520,8
123487,31914,7
123538,11266,7
123555,10067,10
123591,5958,7
123601,21863,8
123602,19123,8
123801,2904,10
123817,37349,8
123826,11433,10
123828,9041,8
123849,36286,7
123850,2404,6
123858,2001,10
123931,23237,6
124013,6127,7
124060,5781,8
124089,39586,6
124103,28735,9
124123,1953,7
124124,24,10
124150,10106,6
124161,38395,5
124170,10495,7
124199,4898,8
124240,1735,10
124265,1559,6
124282,2622,6
124295,2581,8
124399,19163,6
124419,16782,7
124427,7695,9
124442,24833,8
124442,24893,8
124503,9515,3
124535,8726,7
124599,6033,6
124609,10611,6
124653,38483,7
124688,31964,8
124697,856,9
124698,5355,8
124763,1533,7
124788,30276,10
124896,9253,10
124913,28999,8
124975,2963,8
125029,169,7
125056,16664,10
125080,33506,9
125082,18045,6
125115,5530,9
125188,28675,8
125214,10620,6
125233,9617,10
125268,16067,5
125370,5081,10
125385,2963,8
125422,8619,9
125507,9919,10
125534,31245,7
125538,21743,9
125583,33743,7
125611,7817,7
125663,30778,7
125688,102,8
125697,8525,8
125711,6198,8
125732,6444,9
125825,16009,7
125828,36456,9
125834,466,8
125885,21339,8
125928,1471,8
125949,302,9
125962,2025,8
125963,5081,9
126062,205,8
126080,19815,9
126094,6023,10
126147,237,6
126159,481,5
126161,9675,6
126161,135,10
126164,594,5
126182,21177,8
126248,64,8
126265,35220,8
126337,34382,7
126365,5,8
126365,1647,5
126374,10087,9
126452,8424,7
126556,13659,8
126587,20689,8
126589,22535,9
126602,1771,6
126641,10834,7
126658,10719,8
126670,780,9
126694,267,7
126711,1862,7
126748,509,7
126801,39792,8
126809,900,7
126889,34580,6
126891,32664,6
126905,40956,8
126932,29758,6
126960,28833,9
126960,895,10
126971,10805,8
127034,874,7
127047,11033,7
127048,267,8
127066,457,8
127090,543,7
127132,5940,10
127161,486,9
127273,30948,5
127356,1578,8
127399,36296,10
127483,35839,9
127563,34136,9
127563,32801,9
127570,14075,10
127630,6956,8
127697,31163,8
127742,23233,6
127890,8246,8
127994,442,8
128013,476,9
128030,30015,7
128114,433,6
128139,10568,7
128149,6880,7
128167,16049,10
128176,20853,9
128176,5116,6
128199,31711,9
128212,1735,8
128237,23755,9
128239,2847,9
128340,23847,8
128440,20,4
128578,226,8
128592,585,7
128600,190,7
128615,10495,7
128670,38793,7
